0,1.9610,-1.7046,-1.8049,-2.1956,-0.9730,0.8971,1.9921,0.3588,0.0763,0.1186,0.3562,0.0754,0.1220
8,1.8802,-1.7365,-1.8492,-2.2906,-1.1635,1.0601,2.2377,0.3501,0.0816,0.0923,0.3505,0.0765,0.1270
16,1.7059,-1.7543,-1.8679,-2.4978,-1.3754,1.2501,2.4362,0.3262,0.0842,0.1012,0.3449,0.0776,0.1320
24,1.5935,-1.7393,-1.8705,-2.6232,-1.6050,1.4329,2.5902,0.3301,0.0825,0.1164,0.3393,0.0787,0.1370
32,1.5637,-1.6762,-1.8628,-2.6837,-1.8201,1.5684,2.7025,0.3430,0.0785,0.1290,0.3336,0.0797,0.1420
40,1.5632,-1.5838,-1.8512,-2.7176,-1.9940,1.6631,2.7749,0.3530,0.0721,0.1391,0.3280,0.0808,0.1470
48,1.5750,-1.4723,-1.8384,-2.7408,-2.1276,1.7615,2.8091,0.3588,0.0691,0.1492,0.3223,0.0819,0.1520
56,1.5919,-1.3457,-1.8255,-2.7602,-2.2222,1.8729,2.8064,0.3587,0.0703,0.1584,0.3167,0.0830,0.1570
64,1.6095,-1.2103,-1.8121,-2.7791,-2.2788,1.9925,2.7682,0.3525,0.0740,0.1653,0.3110,0.0841,0.1620
72,1.6244,-1.0735,-1.7973,-2.7990,-2.2990,2.1133,2.6957,0.3413,0.0784,0.1697,0.3054,0.0851,0.1670
80,1.6320,-0.9474,-1.7783,-2.8205,-2.2844,2.2237,2.5901,0.3274,0.0820,0.1725,0.2997,0.0862,0.1720
88,1.6276,-0.8460,-1.7522,-2.8432,-2.2363,2.3107,2.4527,0.3137,0.0843,0.1753,0.2941,0.0873,0.1770
96,1.6087,-0.7832,-1.7183,-2.8659,-2.1564,2.3623,2.2846,0.3027,0.0860,0.1787,0.2884,0.0884,0.1820
104,1.6064,-0.7786,-1.7159,-2.8669,-2.0459,2.3720,2.1037,0.3009,0.0862,0.1789,0.2985,0.0869,0.1698
112,1.6474,-0.8172,-1.7739,-2.8486,-1.9063,2.3475,1.9618,0.3018,0.0858,0.1682,0.2967,0.0872,0.1530
120,1.6864,-0.8775,-1.8415,-2.8298,-1.7495,2.3102,1.8608,0.2993,0.0858,0.1537,0.2950,0.0874,0.1361
128,1.7307,-0.9222,-1.9133,-2.8097,-1.6289,2.2922,1.7994,0.2946,0.0869,0.1376,0.2932,0.0877,0.1192
136,1.7888,-0.9390,-1.9898,-2.7871,-1.5493,2.3037,1.7762,0.2902,0.0883,0.1209,0.2914,0.0880,0.1024
144,1.8589,-0.9310,-2.0451,-2.7623,-1.5079,2.3416,1.7944,0.2910,0.0936,0.1106,0.2896,0.0883,0.0855
152,1.9378,-0.9126,-2.0557,-2.7360,-1.4692,2.3627,1.8884,0.2966,0.1074,0.1099,0.2879,0.0886,0.0687
0,-2.6544,-1.4178,-0.9008,-2.6389,-0.8444,1.2848,-1.4594,-0.2094,0.2148,0.4277,-0.2129,0.2060,0.4268,2
8,-2.7752,-1.4987,-0.8983,-2.6483,-0.9665,1.3356,-1.6885,-0.1805,0.2534,0.4365,-0.2114,0.1951,0.4340,2
16,-2.8360,-1.5323,-0.8838,-2.6643,-1.0598,1.3475,-1.8724,-0.1630,0.2693,0.4414,-0.2099,0.1842,0.4413,2
24,-2.8358,-1.5316,-0.8610,-2.6786,-1.1241,1.3386,-2.0134,-0.1625,0.2696,0.4452,-0.2084,0.1733,0.4485,2
32,-2.7763,-1.5267,-0.8336,-2.6902,-1.1605,1.3331,-2.1143,-0.1782,0.2566,0.4507,-0.2068,0.1625,0.4558,2
40,-2.7165,-1.5237,-0.8045,-2.6991,-1.1662,1.3254,-2.1782,-0.1923,0.2397,0.4563,-0.2053,0.1516,0.4630,2
48,-2.6706,-1.5224,-0.7739,-2.7043,-1.1417,1.3163,-2.2075,-0.2010,0.2224,0.4619,-0.2038,0.1407,0.4703,2
56,-2.6344,-1.5207,-0.7426,-2.7069,-1.0892,1.3074,-2.2044,-0.2059,0.2042,0.4672,-0.2023,0.1298,0.4775,2
64,-2.6053,-1.5174,-0.7106,-2.7074,-1.0107,1.2997,-2.1708,-0.2079,0.1846,0.4720,-0.2008,0.1190,0.4848,2
72,-2.5811,-1.5124,-0.6785,-2.7061,-0.9082,1.2933,-2.1177,-0.2075,0.1632,0.4768,-0.1993,0.1081,0.4920,2
80,-2.5615,-1.5058,-0.6474,-2.7033,-0.8069,1.2885,-2.0737,-0.2055,0.1431,0.4821,-0.2058,0.1442,0.4796,2
88,-2.5605,-1.5110,-0.6607,-2.7049,-0.7357,1.2888,-2.0548,-0.2035,0.1360,0.4783,-0.2047,0.1380,0.4646,2
96,-2.5665,-1.5202,-0.6800,-2.7215,-0.6992,1.2968,-2.0545,-0.2022,0.1308,0.4701,-0.2036,0.1318,0.4495,2
104,-2.5775,-1.5311,-0.6993,-2.7480,-0.6955,1.3102,-2.0526,-0.2016,0.1274,0.4597,-0.2026,0.1257,0.4344,2
112,-2.5909,-1.5433,-0.7196,-2.7806,-0.7196,1.3265,-2.0487,-0.2017,0.1255,0.4475,-0.2015,0.1195,0.4193,2
120,-2.6054,-1.5567,-0.7416,-2.8169,-0.7467,1.3441,-2.0430,-0.2015,0.1227,0.4343,-0.2005,0.1133,0.4042,2
128,-2.6209,-1.5703,-0.7658,-2.8553,-0.7732,1.3627,-2.0362,-0.2011,0.1188,0.4204,-0.1994,0.1071,0.3891,2
136,-2.6375,-1.5830,-0.7925,-2.8948,-0.8003,1.3822,-2.0289,-0.2005,0.1142,0.4060,-0.1984,0.1009,0.3740,2
0,-1.2318,-0.4257,-0.3461,-0.2033,-0.3340,0.2243,0.3563,-0.1244,0.0842,0.9423,-0.1232,0.0663,0.9495,1
8,-1.5737,-0.5844,-0.3684,-0.2641,-0.4872,0.3176,0.4650,-0.1166,0.2103,0.9251,-0.1433,0.0514,0.9977,1
16,-1.7998,-0.7180,-0.4211,-0.2829,-0.6376,0.3832,0.5480,-0.0701,0.3247,0.8896,-0.1635,0.0366,1.0459,1
24,-1.9292,-0.8373,-0.4231,-0.2837,-0.7745,0.4197,0.6064,-0.0100,0.4075,0.8449,-0.1836,0.0218,1.0942,1
32,-2.0115,-0.9325,-0.3993,-0.2443,-0.8931,0.4318,0.6514,0.0531,0.4651,0.7946,-0.2038,0.0070,1.1424,1
40,-2.0440,-1.0062,-0.4004,-0.1865,-0.9900,0.4463,0.6772,0.0957,0.5098,0.7407,-0.2240,-0.0079,1.1906,1
48,-2.0440,-1.0676,-0.4528,-0.1518,-1.0741,0.4600,0.6918,0.1139,0.5471,0.6870,-0.2441,-0.0227,1.2389,1
56,-2.0376,-1.1246,-0.5435,-0.1540,-1.1419,0.4748,0.7220,0.1202,0.5777,0.6378,0.0524,0.4503,0.7637,1
64,-2.0164,-1.1876,-0.6294,-0.2202,-1.1889,0.5011,0.7818,0.1030,0.6052,0.6011,-0.0201,0.3352,0.8585,1
72,-1.9828,-1.2453,-0.6622,-0.3080,-1.2301,0.5128,0.8629,0.0696,0.6236,0.5780,-0.0926,0.2200,0.9534,1
80,-1.9218,-1.2742,-0.6687,-0.3196,-1.2529,0.4949,0.9636,0.0328,0.6318,0.5589,-0.1651,0.1049,1.0482,1
88,-1.8411,-1.2951,-0.6349,-0.3291,-1.2666,0.4586,1.0466,-0.0158,0.6303,0.5514,-0.2376,-0.0102,1.1431,1
0,-0.7372,0.7812,0.6993,-2.0439,-0.9928,2.1880,1.4856,0.5430,-0.0273,0.1075,0.5436,-0.0284,0.1078,0
8,-0.8237,0.7998,0.7473,-2.0729,-1.0275,2.2665,1.4489,0.5405,-0.0355,0.1095,0.5458,-0.0332,0.1122,0
16,-0.8823,0.8209,0.7776,-2.0852,-1.0406,2.3281,1.4215,0.5409,-0.0416,0.1110,0.5481,-0.0380,0.1166,0
24,-0.9186,0.8388,0.7964,-2.0898,-1.0468,2.3793,1.4029,0.5429,-0.0447,0.1126,0.5503,-0.0428,0.1211,0
32,-0.9394,0.8491,0.8100,-2.0902,-1.0451,2.4167,1.3864,0.5461,-0.0454,0.1159,0.5526,-0.0476,0.1255,0
40,-0.9545,0.8514,0.8208,-2.0878,-1.0382,2.4285,1.3699,0.5488,-0.0483,0.1200,0.5549,-0.0524,0.1299,0
48,-0.9670,0.8504,0.8301,-2.0839,-1.0290,2.4287,1.3536,0.5513,-0.0523,0.1243,0.5571,-0.0572,0.1343,0
56,-0.9783,0.8478,0.8388,-2.0792,-1.0190,2.4238,1.3374,0.5536,-0.0567,0.1286,0.5594,-0.0620,0.1388,0
64,-0.9777,0.8536,0.8330,-2.0754,-1.0235,2.4284,1.3354,0.5539,-0.0589,0.1260,0.5552,-0.0591,0.1190,0
72,-0.9608,0.8777,0.8080,-2.0636,-1.0469,2.4434,1.3471,0.5534,-0.0593,0.1132,0.5564,-0.0601,0.1011,0
80,-0.9406,0.8792,0.7944,-2.0501,-1.0551,2.4454,1.3570,0.5572,-0.0580,0.1116,0.5575,-0.0612,0.0831,0
88,-0.9127,0.8755,0.7756,-2.0311,-1.0327,2.4481,1.3535,0.5633,-0.0572,0.1117,0.5586,-0.0623,0.0651,0
96,-0.8752,0.8696,0.7497,-2.0067,-0.9882,2.4464,1.3281,0.5707,-0.0563,0.1117,0.5598,-0.0634,0.0472,0
104,-0.8564,0.8677,0.7337,-1.9957,-0.9555,2.4589,1.3063,0.5746,-0.0560,0.1114,0.5703,-0.0579,0.0939,0
112,-0.8369,0.8581,0.7112,-1.9954,-0.9624,2.4907,1.3175,0.5765,-0.0557,0.1116,0.5649,-0.0610,0.0654,0
0,0.3543,0.7513,0.3526,-1.8591,-0.4323,1.9424,1.1453,0.4389,0.3448,0.1003,0.4395,0.3442,0.0998,2
